Data from 0CX4_Units14_1.txt Node
Standard Time	Epoch Time	Value
HH:MM:SS:000	(msec since 01/01/1900)
Spectrometer: FLMT01689
Trigger mode: 0
Integration Time (sec): 8.500000E-2
Scans to average: 3
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 3
XAxis mode: Time
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
16:38:52.613	1656707932613.000613000	0.12
16:38:52.865	1656707932865.000865000	0.12
16:38:53.120	1656707933120.000120000	0.12
16:38:53.376	1656707933376.000376000	0.12
16:38:53.631	1656707933631.000631000	0.12
16:38:53.887	1656707933887.000887000	0.12
16:38:54.141	1656707934141.000141000	0.12
16:38:54.397	1656707934397.000397000	0.12
16:38:54.650	1656707934650.000650000	0.12
16:38:54.906	1656707934906.000906000	0.12
16:38:55.201	1656707935201.000201000	0.12
16:38:55.417	1656707935417.000417000	0.12
16:38:55.671	1656707935671.000671000	0.12
16:38:55.931	1656707935931.000931000	0.12
16:38:56.183	1656707936183.000183000	0.12
16:38:56.442	1656707936442.000442000	0.12
16:38:56.692	1656707936692.000692000	0.12
16:38:56.946	1656707936946.000946000	0.12
16:38:57.201	1656707937201.000201000	0.12
16:38:57.455	1656707937455.000455000	0.12
16:38:57.711	1656707937711.000711000	0.12
16:38:57.966	1656707937966.000966000	0.12
16:38:58.221	1656707938221.000221000	0.12
16:38:58.478	1656707938478.000478000	0.12
16:38:58.731	1656707938731.000731000	0.12
16:38:58.986	1656707938986.000986000	0.12
16:38:59.241	1656707939241.000241000	0.12
16:38:59.496	1656707939496.000496000	0.12
16:38:59.751	1656707939751.000751000	0.12
16:39:00.006	1656707940006.000006000	0.12
16:39:00.261	1656707940261.000261000	0.12
16:39:00.521	1656707940521.000521000	0.12
16:39:00.771	1656707940771.000771000	0.12
16:39:01.026	1656707941026.000026000	0.12
16:39:01.281	1656707941281.000281000	0.12
16:39:01.536	1656707941536.000536000	0.12
16:39:01.791	1656707941791.000791000	0.12
16:39:02.046	1656707942046.000046000	0.12
16:39:02.301	1656707942301.000301000	0.12
16:39:02.559	1656707942559.000559000	0.12
16:39:02.811	1656707942811.000811000	0.12
16:39:03.066	1656707943066.000066000	0.12
16:39:03.321	1656707943321.000321000	0.12
16:39:03.576	1656707943576.000576000	0.12
16:39:03.831	1656707943831.000831000	0.12
16:39:04.086	1656707944086.000086000	0.12
16:39:04.341	1656707944341.000341000	0.12
16:39:04.599	1656707944599.000599000	0.12
16:39:04.854	1656707944854.000854000	0.12
16:39:05.106	1656707945106.000106000	0.12
16:39:05.361	1656707945361.000361000	0.12
16:39:05.616	1656707945616.000616000	0.12
16:39:05.871	1656707945871.000871000	0.12
16:39:06.126	1656707946126.000126000	0.12
16:39:06.381	1656707946381.000381000	0.12
16:39:06.640	1656707946640.000640000	0.12
16:39:06.897	1656707946897.000897000	0.12
16:39:07.147	1656707947147.000147000	0.12
16:39:07.401	1656707947401.000401000	0.12
16:39:07.656	1656707947656.000656000	0.12
16:39:07.912	1656707947912.000912000	0.12
16:39:08.167	1656707948167.000167000	0.12
16:39:08.421	1656707948421.000421000	0.12
16:39:08.694	1656707948694.000694000	0.12
16:39:08.931	1656707948931.000931000	0.12
16:39:09.186	1656707949186.000186000	0.12
16:39:09.442	1656707949442.000442000	0.12
16:39:09.697	1656707949697.000697000	0.12
16:39:09.951	1656707949951.000951000	0.12
16:39:10.207	1656707950207.000207000	0.12
16:39:10.461	1656707950461.000461000	0.12
16:39:10.717	1656707950717.000717000	0.12
