Data from 6CX18_Trend18_1.txt Node
Standard Time	Epoch Time	Value
HH:MM:SS:000	(msec since 01/01/1900)
15:03:50.593	1656702230593.000593000	0.02
15:03:50.843	1656702230843.000843000	0.02
15:03:51.097	1656702231097.000097000	0.02
15:03:51.353	1656702231353.000353000	0.02
15:03:51.608	1656702231608.000608000	0.02
15:03:51.862	1656702231862.000862000	0.02
15:03:52.118	1656702232118.000118000	0.02
15:03:52.372	1656702232372.000372000	0.02
15:03:52.627	1656702232627.000627000	0.02
15:03:52.888	1656702232888.000888000	0.02
15:03:53.137	1656702233137.000137000	0.02
15:03:53.393	1656702233393.000393000	0.02
15:03:53.648	1656702233648.000648000	0.02
15:03:53.903	1656702233903.000903000	0.02
15:03:54.157	1656702234157.000157000	0.02
15:03:54.413	1656702234413.000413000	0.02
15:03:54.672	1656702234672.000672000	0.02
15:03:54.924	1656702234924.000924000	0.02
15:03:55.177	1656702235177.000177000	0.02
15:03:55.432	1656702235432.000432000	0.02
15:03:55.688	1656702235688.000688000	0.02
15:03:55.942	1656702235942.000942000	0.02
15:03:56.203	1656702236203.000203000	0.02
15:03:56.452	1656702236452.000452000	0.02
15:03:56.708	1656702236708.000708000	0.02
15:03:56.968	1656702236968.000968000	0.02
15:03:57.218	1656702237218.000218000	0.02
15:03:57.472	1656702237472.000472000	0.02
15:03:57.730	1656702237730.000730000	0.02
15:03:57.982	1656702237982.000982000	0.02
15:03:58.237	1656702238237.000237000	0.02
15:03:58.493	1656702238493.000493000	0.02
15:03:58.747	1656702238747.000747000	0.02
15:03:59.005	1656702239005.000005000	0.02
15:03:59.258	1656702239258.000258000	0.02
15:03:59.512	1656702239512.000512000	0.02
15:03:59.767	1656702239767.000767000	0.02
15:04:00.023	1656702240023.000023000	0.02
15:04:00.278	1656702240278.000278000	0.02
15:04:00.533	1656702240533.000533000	0.02
15:04:00.787	1656702240787.000787000	0.02
15:04:01.045	1656702241045.000045000	0.02
15:04:01.298	1656702241298.000298000	0.02
15:04:01.552	1656702241552.000552000	0.02
15:04:01.808	1656702241808.000808000	0.02
15:04:02.069	1656702242069.000069000	0.02
15:04:02.318	1656702242318.000318000	0.02
15:04:02.573	1656702242573.000573000	0.02
15:04:02.828	1656702242828.000828000	0.02
15:04:03.085	1656702243085.000085000	0.02
15:04:03.337	1656702243337.000337000	0.02
15:04:03.593	1656702243593.000593000	0.02
15:04:03.847	1656702243847.000847000	0.02
15:04:04.103	1656702244103.000103000	0.02
15:04:04.357	1656702244357.000357000	0.02
15:04:04.613	1656702244613.000613000	0.02
15:04:04.868	1656702244868.000868000	0.02
15:04:05.125	1656702245125.000125000	0.02
15:04:05.378	1656702245378.000378000	0.02
15:04:05.633	1656702245633.000633000	0.02
15:04:05.887	1656702245887.000887000	0.02
