Software Version,3.03.14,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\synergy\Desktop\T.Lindsay\TLPR21_CHL_AAGA_08312023.xpt,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\KW_Chlorophyll.prt,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,
Date,8/31/23,,,,,,,,,,,,
Time,10:14:43 AM,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,
Reader Serial Number:,18041123,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,Chl,,,,,,,,,,,,
,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,20.7,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,20.7,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,20.7,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.029,0.031,0.058,0.054,0.04,0.043,0.07,0.079,0.091,0.102,0.049,0.056,Chl:630
,0.028,0.031,0.133,0.141,0.089,0.1,0.21,0.242,0.295,0.342,0.127,0.146,Chl:663
,0.028,0.031,0.037,0.029,0.029,0.029,0.028,0.032,0.031,0.034,0.029,0.032,Chl:750
B,0.058,0.064,0.073,0.082,0.059,0.062,0.052,0.058,0.062,0.068,0.082,0.095,Chl:630
,0.161,0.186,0.228,0.266,0.165,0.184,0.15,0.174,0.181,0.201,0.258,0.297,Chl:663
,0.03,0.031,0.029,0.03,0.03,0.029,0.029,0.03,0.03,0.032,0.029,0.034,Chl:750
C,0.086,0.077,0.067,0.073,0.043,0.045,0.052,0.057,0.052,0.053,0.064,0.076,Chl:630
,0.222,0.24,0.198,0.224,0.093,0.104,0.136,0.154,0.119,0.139,0.18,0.204,Chl:663
,0.043,0.03,0.03,0.029,0.028,0.029,0.028,0.029,0.029,0.031,0.029,0.031,Chl:750
D,0.071,0.079,0.042,0.044,0.035,0.037,0.039,0.043,0.032,0.033,0.057,0.062,Chl:630
,0.192,0.219,0.082,0.09,0.052,0.056,0.075,0.084,0.043,0.046,0.154,0.172,Chl:663
,0.028,0.029,0.03,0.03,0.029,0.03,0.028,0.029,0.028,0.029,0.029,0.029,Chl:750
E,0.061,0.063,0.08,0.088,0.041,0.043,0.057,0.061,0.057,0.061,0.051,0.055,Chl:630
,0.151,0.174,0.259,0.292,0.078,0.086,0.153,0.173,0.139,0.157,0.124,0.138,Chl:663
,0.032,0.029,0.029,0.031,0.028,0.029,0.029,0.03,0.029,0.031,0.029,0.029,Chl:750
F,0.051,0.056,0.052,0.058,0.057,0.061,0.066,0.073,0.054,0.058,0.045,0.046,Chl:630
,0.132,0.152,0.134,0.153,0.154,0.172,0.166,0.186,0.126,0.141,0.092,0.101,Chl:663
,0.028,0.029,0.029,0.03,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,Chl:750
G,0.071,0.079,0.065,0.071,0.054,0.059,0.111,0.123,0.062,0.067,0.029,0.03,Chl:630
,0.216,0.249,0.169,0.193,0.126,0.143,0.369,0.423,0.156,0.176,0.029,0.03,Chl:663
,0.029,0.03,0.031,0.032,0.028,0.029,0.03,0.029,0.029,0.029,0.029,0.03,Chl:750
H,0.029,0.029,0.029,0.03,0.028,0.029,0.029,0.029,0.033,0.029,0.031,0.032,Chl:630
,0.029,0.029,0.028,0.03,0.028,0.029,0.029,0.029,0.032,0.029,0.031,0.031,Chl:663
,0.029,0.029,0.028,0.029,0.028,0.029,0.029,0.029,0.032,0.029,0.03,0.031,Chl:750
