Software Version,3.03.14,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\synergy\Desktop\T.Lindsay\Experiment1TL_Trans_CHL_09282022.xpt,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\KW_Chlorophyll.prt,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,
Date,9/28/22,,,,,,,,,,,,
Time,12:56:44 PM,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,
Reader Serial Number:,18041123,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,Chl,,,,,,,,,,,,
,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,20.8,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,20.8,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,20.8,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.029,0.028,0.048,0.05,0.04,0.044,0.036,0.038,0.044,0.05,0.058,0.063,Chl:630
,0.028,0.028,0.086,0.094,0.081,0.091,0.064,0.07,0.1,0.115,0.144,0.16,Chl:663
,0.027,0.028,0.038,0.037,0.029,0.031,0.029,0.029,0.029,0.03,0.03,0.033,Chl:750
B,0.043,0.046,0.047,0.049,0.047,0.045,0.042,0.047,0.044,0.051,0.05,0.045,Chl:630
,0.089,0.099,0.095,0.103,0.095,0.101,0.089,0.104,0.105,0.121,0.1,0.109,Chl:663
,0.03,0.03,0.032,0.033,0.032,0.029,0.029,0.032,0.029,0.033,0.031,0.029,Chl:750
C,0.041,0.041,0.049,0.051,0.051,0.05,0.044,0.044,0.043,0.04,0.051,0.058,Chl:630
,0.084,0.09,0.122,0.132,0.11,0.119,0.087,0.095,0.074,0.078,0.129,0.154,Chl:663
,0.029,0.028,0.028,0.029,0.029,0.03,0.031,0.029,0.032,0.028,0.029,0.028,Chl:750
D,0.051,0.055,0.051,0.054,0.047,0.052,0.041,0.043,0.041,0.046,0.036,0.038,Chl:630
,0.111,0.121,0.126,0.137,0.111,0.125,0.09,0.104,0.085,0.096,0.059,0.064,Chl:663
,0.032,0.032,0.029,0.03,0.029,0.032,0.028,0.029,0.029,0.03,0.03,0.03,Chl:750
E,0.036,0.035,0.038,0.04,0.038,0.044,0.048,0.052,0.032,0.034,0.054,0.054,Chl:630
,0.058,0.061,0.067,0.072,0.076,0.089,0.117,0.136,0.046,0.052,0.125,0.136,Chl:663
,0.029,0.028,0.031,0.031,0.029,0.033,0.028,0.029,0.028,0.029,0.033,0.031,Chl:750
F,0.046,0.053,0.045,0.045,0.051,0.058,0.05,0.053,0.029,0.03,0.042,0.043,Chl:630
,0.112,0.129,0.077,0.08,0.125,0.141,0.12,0.136,0.029,0.031,0.084,0.091,Chl:663
,0.028,0.031,0.033,0.031,0.028,0.03,0.029,0.029,0.028,0.03,0.028,0.029,Chl:750
G,0.035,0.036,0.039,0.039,0.043,0.048,0.044,0.047,0.028,0.029,0.028,0.028,Chl:630
,0.06,0.064,0.068,0.072,0.089,0.099,0.088,0.099,0.028,0.029,0.028,0.028,Chl:663
,0.029,0.029,0.03,0.03,0.03,0.03,0.031,0.031,0.028,0.029,0.028,0.028,Chl:750
H,0.029,0.028,0.029,0.03,0.029,0.035,0.029,0.029,0.032,0.028,0.033,0.029,Chl:630
,0.029,0.028,0.029,0.03,0.029,0.035,0.029,0.029,0.032,0.029,0.033,0.029,Chl:663
,0.028,0.028,0.028,0.03,0.029,0.034,0.028,0.028,0.031,0.028,0.032,0.029,Chl:750
